ts_code,name,fund_type,list_date,invest_type,type,market
014104.OF,富安达成长价值一年持有C,混合型,,混合型,契约型开放式,O
008923.OF,建信医疗健康行业A,股票型,,股票型,契约型开放式,O
014303.OF,华安中证内地新能源主题ETF联接A,股票型,,被动指数型,契约型开放式,O
013387.OF,长城价值领航A,混合型,,混合型,契约型开放式,O
012706.OF,中银核心精选A,混合型,,混合型,契约型开放式,O
013860.OF,宝盈品质甄选C,混合型,,混合型,契约型开放式,O
014543.OF,汇添富中证沪港深云计算产业指数A,股票型,,被动指数型,契约型开放式,O
014650.OF,永赢优质精选C,混合型,,混合型,契约型开放式,O
014544.OF,汇添富中证沪港深云计算产业指数C,股票型,,被动指数型,契约型开放式,O
013612.OF,工银民瑞一年持有C,混合型,,混合型,契约型开放式,O
014425.OF,博时恒生医疗保健ETF联接C,股票型,,被动指数型,契约型开放式,O
013859.OF,宝盈品质甄选A,混合型,,混合型,契约型开放式,O
014320.OF,德邦半导体产业C,混合型,,混合型,契约型开放式,O
014649.OF,永赢优质精选A,混合型,,混合型,契约型开放式,O
014304.OF,华安中证内地新能源主题ETF联接C,股票型,,被动指数型,契约型开放式,O
013611.OF,工银民瑞一年持有A,混合型,,混合型,契约型开放式,O
014229.OF,浦银安盛品质优选C,混合型,,混合型,契约型开放式,O
012586.OF,南方港股创新视野一年持有A,混合型,,混合型,契约型开放式,O
014643.OF,浦银安盛盛瑞纯债A,债券型,,债券型,契约型开放式,O
012587.OF,南方港股创新视野一年持有C,混合型,,混合型,契约型开放式,O
005536.OF,渤海汇金量化成长A,混合型,,混合型,契约型开放式,O
008422.OF,国联研发创新A,混合型,,混合型,契约型开放式,O
014228.OF,浦银安盛品质优选A,混合型,,混合型,契约型开放式,O
012995.OF,嘉实策略视野三年持有期,混合型,,混合型,契约型开放式,O
014644.OF,浦银安盛盛瑞纯债C,债券型,,债券型,契约型开放式,O
014455.OF,中银成长优选C,股票型,,股票型,契约型开放式,O
008423.OF,国联研发创新C,混合型,,混合型,契约型开放式,O
014618.OF,易方达如意安和一年持有C,混合型,,混合型,契约型开放式,O
014103.OF,富安达成长价值一年持有A,混合型,,混合型,契约型开放式,O
008924.OF,建信医疗健康行业C,股票型,,股票型,契约型开放式,O
970120.OF,兴证资管金麒麟恒睿致远一年持有B,混合型,,混合型,契约型开放式,O
970117.OF,东吴裕丰6个月持有A,债券型,,债券型,契约型开放式,O
014446.OF,鹏华稳瑞中短债,债券型,,债券型,契约型开放式,O
970121.OF,兴证资管金麒麟恒睿致远一年持有C,混合型,,混合型,契约型开放式,O
970119.OF,兴证资管金麒麟恒睿致远一年持有A,混合型,,混合型,契约型开放式,O
012876.OF,富荣福耀A,混合型,,混合型,契约型开放式,O
970050.OF,东海海睿锐意3个月定开,混合型,,灵活配置型,契约型开放式,O
014517.OF,华夏30天滚动A,债券型,,债券型,契约型开放式,O
012877.OF,富荣福耀C,混合型,,混合型,契约型开放式,O
970118.OF,东吴裕丰6个月持有C,债券型,,债券型,契约型开放式,O
014518.OF,华夏30天滚动C,债券型,,债券型,契约型开放式,O
013657.OF,同泰同欣A,混合型,,混合型,契约型开放式,O
013658.OF,同泰同欣C,混合型,,混合型,契约型开放式,O
007383.OF,国融稳益A,债券型,,债券型,契约型开放式,O
014638.OF,银华安鑫短债D,债券型,,债券型,契约型开放式,O
007384.OF,国融稳益C,债券型,,债券型,契约型开放式,O
013734.OF,红塔红土盛丰C,混合型,,混合型,契约型开放式,O
009518.OF,人保福欣3个月定开C,债券型,,债券型,契约型开放式,O
013733.OF,红塔红土盛丰A,混合型,,混合型,契约型开放式,O
009517.OF,人保福欣3个月定开A,债券型,,债券型,契约型开放式,O
012053.OF,财通资管新聚益6个月持有C,混合型,,混合型,契约型开放式,O
012052.OF,财通资管新聚益6个月持有A,混合型,,混合型,契约型开放式,O
014484.OF,汇添富中债1-3年隐含评级AA+及以上信用债A,债券型,,被动指数型,契约型开放式,O
013743.OF,泰信汇利三个月定开A,债券型,,债券型,契约型开放式,O
014179.OF,中银证券远见价值A,混合型,,混合型,契约型开放式,O
014485.OF,汇添富中债1-3年隐含评级AA+及以上信用债C,债券型,,被动指数型,契约型开放式,O
012802.OF,富国中证医药50ETF联接C,股票型,,被动指数型,契约型开放式,O
012801.OF,富国中证医药50ETF联接A,股票型,,被动指数型,契约型开放式,O
013744.OF,泰信汇利三个月定开C,债券型,,债券型,契约型开放式,O
014383.OF,申万菱信集利三个月定开,债券型,,债券型,契约型开放式,O
014180.OF,中银证券远见价值C,混合型,,混合型,契约型开放式,O
013159.OF,国泰瑞鑫一年定开,债券型,,债券型,契约型开放式,O
970103.OF,华创证券创享一年持有A,债券型,,债券型,契约型开放式,O
014499.OF,南方转型增长C,混合型,,灵活配置型,契约型开放式,O
013903.OF,国泰君安信息行业,混合型,,混合型,契约型开放式,O
970104.OF,华创证券创享一年持有B,债券型,,债券型,契约型开放式,O
014641.OF,摩根行业轮动C,混合型,,混合型,契约型开放式,O
014642.OF,摩根新兴动力C,混合型,,混合型,契约型开放式,O
014581.OF,东吴阿尔法C,混合型,,灵活配置型,契约型开放式,O
851088.OF,海通量化成长精选一年持有A,混合型,,混合型,契约型开放式,O
851099.OF,海通量化成长精选一年持有C,混合型,,混合型,契约型开放式,O
014571.OF,东吴安享量化C,混合型,,灵活配置型,契约型开放式,O
850010.OF,海通量化成长精选一年持有B,混合型,,混合型,契约型开放式,O
005681.OF,财通资管价值成长C,混合型,,混合型,契约型开放式,O
013982.OF,嘉合磐立一年定开纯债,债券型,,债券型,契约型开放式,O
014610.OF,鹏华兴鑫宝C,货币市场型,,货币型,契约型开放式,O
014292.OF,嘉实产业领先A,混合型,,混合型,契约型开放式,O
014390.OF,华安产业动力6个月持有C,混合型,,混合型,契约型开放式,O
014157.OF,国泰君安创新医药,混合型,,混合型,契约型开放式,O
013699.OF,永赢安盈90天滚动A,债券型,,债券型,契约型开放式,O
013858.OF,信澳优享C,债券型,,债券型,契约型开放式,O
014419.OF,西部利得CES半导体芯片行业指数增强C,股票型,,增强指数型,契约型开放式,O
014142.OF,大成新能源C,混合型,,混合型,契约型开放式,O
014141.OF,大成新能源A,混合型,,混合型,契约型开放式,O
013700.OF,永赢安盈90天滚动C,债券型,,债券型,契约型开放式,O
014418.OF,西部利得CES半导体芯片行业指数增强A,股票型,,增强指数型,契约型开放式,O
014293.OF,嘉实产业领先C,混合型,,混合型,契约型开放式,O
014389.OF,华安产业动力6个月持有A,混合型,,混合型,契约型开放式,O
013857.OF,信澳优享A,债券型,,债券型,契约型开放式,O
012790.OF,汇添富双享回报C,债券型,,债券型,契约型开放式,O
012789.OF,汇添富双享回报A,债券型,,债券型,契约型开放式,O
014013.OF,蜂巢丰吉纯债C,债券型,,债券型,契约型开放式,O
014598.OF,永赢合享A,混合型,,混合型,契约型开放式,O
014498.OF,诺安鸿鑫C,混合型,,混合型,契约型开放式,O
014628.OF,财通福盛多策略C,混合型,,混合型,契约型开放式,O
014012.OF,蜂巢丰吉纯债A,债券型,,债券型,契约型开放式,O
014599.OF,永赢合享C,混合型,,混合型,契约型开放式,O
014497.OF,诺安研究优选C,混合型,,混合型,契约型开放式,O
014521.OF,诺安利鑫C,混合型,,灵活配置型,契约型开放式,O
014551.OF,诺安新动力C,混合型,,灵活配置型,契约型开放式,O
014597.OF,华泰柏瑞富利C,混合型,,灵活配置型,契约型开放式,O
014550.OF,诺安益鑫C,混合型,,灵活配置型,契约型开放式,O
014536.OF,诺安高端制造C,股票型,,股票型,契约型开放式,O
013758.OF,泰信均衡价值C,混合型,,混合型,契约型开放式,O
013757.OF,泰信均衡价值A,混合型,,混合型,契约型开放式,O
014302.OF,创金合信景气行业3个月持有C,股票型,,股票型,契约型开放式,O
014107.OF,博时品质生活A,混合型,,混合型,契约型开放式,O
014301.OF,创金合信景气行业3个月持有A,股票型,,股票型,契约型开放式,O
014627.OF,财通多策略福瑞C,混合型,,混合型,契约型开放式,O
560800.SH,数字经济ETF,股票型,20220107,被动指数型,契约型开放式,E
014323.OF,长江鑫选3个月持有A,混合型,,混合型,契约型开放式,O
012936.OF,民生加银积极配置6个月持有,混合型,,混合型,契约型开放式,O
013059.OF,工银平衡养老目标三年持有A,混合型,,混合型,契约型开放式,O
014324.OF,长江鑫选3个月持有C,混合型,,混合型,契约型开放式,O
013668.OF,永赢慧盈一年持有A,债券型,,债券型,契约型开放式,O
014435.OF,中航瑞夏一年定开A,债券型,,债券型,契约型开放式,O
014231.OF,国寿安保安锦纯债一年定开,债券型,,债券型,契约型开放式,O
014436.OF,中航瑞夏一年定开C,债券型,,债券型,契约型开放式,O
013669.OF,永赢慧盈一年持有C,债券型,,债券型,契约型开放式,O
014108.OF,博时品质生活C,混合型,,混合型,契约型开放式,O
562510.SH,旅游ETF,股票型,20211230,被动指数型,契约型开放式,E
014373.OF,浙商全景消费C,混合型,,混合型,契约型开放式,O
012019.OF,国投瑞银安泽A,混合型,,混合型,契约型开放式,O
012020.OF,国投瑞银安泽C,混合型,,混合型,契约型开放式,O
013535.OF,鹏华沃鑫C,混合型,,混合型,契约型开放式,O
012579.OF,富国红利C,混合型,,混合型,契约型开放式,O
012578.OF,富国红利A,混合型,,混合型,契约型开放式,O
013101.OF,华夏稳福六个月持有期A,混合型,,混合型,契约型开放式,O
013102.OF,华夏稳福六个月持有期C,混合型,,混合型,契约型开放式,O
013837.OF,博时时代消费C,混合型,,混合型,契约型开放式,O
013836.OF,博时时代消费A,混合型,,混合型,契约型开放式,O
013534.OF,鹏华沃鑫A,混合型,,混合型,契约型开放式,O
014054.OF,太平睿庆C,混合型,,混合型,契约型开放式,O
013721.OF,信澳景气优选A,混合型,,混合型,契约型开放式,O
014105.OF,长城信利一年定开,债券型,,债券型,契约型开放式,O
013038.OF,长城大健康C,混合型,,混合型,契约型开放式,O
014438.OF,博时恒生科技ETF联接A,股票型,,被动指数型,契约型开放式,O
013722.OF,信澳景气优选C,混合型,,混合型,契约型开放式,O
014244.OF,鹏扬竞争力先锋一年持有A,混合型,,混合型,契约型开放式,O
014439.OF,博时恒生科技ETF联接C,股票型,,被动指数型,契约型开放式,O
013037.OF,长城大健康A,混合型,,混合型,契约型开放式,O
014245.OF,鹏扬竞争力先锋一年持有C,混合型,,混合型,契约型开放式,O
013090.OF,天弘旗舰精选3个月持有C,混合型,,混合型,契约型开放式,O
014307.OF,嘉实多元动力A,混合型,,混合型,契约型开放式,O
013089.OF,天弘旗舰精选3个月持有A,混合型,,混合型,契约型开放式,O
014308.OF,嘉实多元动力C,混合型,,混合型,契约型开放式,O
013911.OF,兴业兴睿两年持有C,混合型,,混合型,契约型开放式,O
012443.OF,招商瑞鸿6个月持有A,混合型,,混合型,契约型开放式,O
013550.OF,汇添富品牌价值一年持有A,混合型,,混合型,契约型开放式,O
012444.OF,招商瑞鸿6个月持有C,混合型,,混合型,契约型开放式,O
013551.OF,汇添富品牌价值一年持有C,混合型,,混合型,契约型开放式,O
014053.OF,太平睿庆A,混合型,,混合型,契约型开放式,O
013910.OF,兴业兴睿两年持有A,混合型,,混合型,契约型开放式,O
014458.OF,南方0-2年国开债E,债券型,,被动指数型,契约型开放式,O
852300.OF,海通鑫悦C,债券型,,债券型,契约型开放式,O
852389.OF,海通鑫悦A,债券型,,债券型,契约型开放式,O
851810.OF,海通鑫选三个月持有A,债券型,,债券型,契约型开放式,O
014570.OF,东吴鼎泰C,债券型,,债券型,契约型开放式,O
562300.SH,碳中和ETF基金,股票型,20220105,被动指数型,契约型开放式,E
159758.SZ,红利质量ETF,股票型,20211228,被动指数型,契约型开放式,E
851816.OF,海通鑫选三个月持有C,债券型,,债券型,契约型开放式,O
014459.OF,南方1-5年国开债E,债券型,,被动指数型,契约型开放式,O
970089.OF,东吴安鑫中短债C,债券型,,债券型,契约型开放式,O
970087.OF,东吴安鑫中短债A,债券型,,债券型,契约型开放式,O
970088.OF,东吴安鑫中短债B,债券型,,债券型,契约型开放式,O
970107.OF,东海证券海鑫双悦3个月滚动A,债券型,,债券型,契约型开放式,O
013285.OF,上银价值增长3个月持有C,混合型,,混合型,契约型开放式,O
013284.OF,上银价值增长3个月持有A,混合型,,混合型,契约型开放式,O
970108.OF,东海证券海鑫双悦3个月滚动C,债券型,,债券型,契约型开放式,O
013751.OF,中信建投稳益90天滚动持有A,债券型,,债券型,契约型开放式,O
014430.OF,南方同业存单指数7天持有,债券型,,被动指数型,契约型开放式,O
013752.OF,中信建投稳益90天滚动持有C,债券型,,债券型,契约型开放式,O
014447.OF,大成惠源一年定开,债券型,,债券型,契约型开放式,O
014392.OF,嘉实致乾纯债,债券型,,债券型,契约型开放式,O
014429.OF,华富同业存单指数7天持有,债券型,,被动指数型,契约型开放式,O
562500.SH,机器人ETF,股票型,20211229,被动指数型,契约型开放式,E
014471.OF,富安达新兴成长C,混合型,,灵活配置型,契约型开放式,O
014364.OF,银华沪港深增长C,股票型,,股票型,契约型开放式,O
012618.OF,长安泓沣中短债E,债券型,,债券型,契约型开放式,O
014470.OF,富安达健康人生C,混合型,,灵活配置型,契约型开放式,O
159606.SZ,中证500成长ETF,股票型,20211229,被动指数型,契约型开放式,E
014549.OF,交银数据产业C,混合型,,灵活配置型,契约型开放式,O
970110.OF,国联金如意双利一年持有B,债券型,,债券型,契约型开放式,O
517090.SH,央企共赢ETF,股票型,20211228,被动指数型,契约型开放式,E
159719.SZ,国企共赢ETF,股票型,20211228,被动指数型,契约型开放式,E
014069.OF,工银悦享C,混合型,,混合型,契约型开放式,O
014008.OF,华安制造升级一年持有期C,混合型,,混合型,契约型开放式,O
014068.OF,工银悦享A,混合型,,混合型,契约型开放式,O
014007.OF,华安制造升级一年持有期A,混合型,,混合型,契约型开放式,O
970111.OF,国联金如意双利一年持有C,债券型,,债券型,契约型开放式,O
014242.OF,农银汇理悦利,债券型,,债券型,契约型开放式,O
970109.OF,国联金如意双利一年持有A,债券型,,债券型,契约型开放式,O
513890.SH,恒生科技HKETF,股票型,20220121,被动指数型,契约型开放式,E
517180.SH,中国国企ETF,股票型,20211228,被动指数型,契约型开放式,E
159711.SZ,港股通ETF,股票型,20211228,被动指数型,契约型开放式,E
159718.SZ,港股医药ETF,股票型,20211228,被动指数型,契约型开放式,E
014538.OF,长城研究精选C,混合型,,混合型,契约型开放式,O
013932.OF,富国智鑫行业精选C,股票型,,股票型,契约型开放式,O
013272.OF,国泰君安1年定开,债券型,,债券型,契约型开放式,O
501216.SH,富国行业精选FOF,股票型,20220118,股票型,契约型开放式,E
014448.OF,安信永宁一年定开,债券型,,债券型,契约型开放式,O
013966.OF,西部利得双瑞一年定开,债券型,,债券型,契约型开放式,O
013820.OF,华安顺穗,债券型,,债券型,契约型开放式,O
014426.OF,惠升同业存单指数7天持有,债券型,,被动指数型,契约型开放式,O
013773.OF,国泰睿元一年定开,债券型,,债券型,契约型开放式,O
013956.OF,华商医药消费精选A,混合型,,混合型,契约型开放式,O
013957.OF,华商医药消费精选C,混合型,,混合型,契约型开放式,O
159608.SZ,稀有金属ETF,股票型,20211223,被动指数型,契约型开放式,E
516350.SH,半导体芯片ETF,股票型,20211223,被动指数型,契约型开放式,E
014022.OF,大摩养老目标日期2040三年持有,混合型,,混合型,契约型开放式,O
159701.SZ,物联网ETF招商,股票型,20211223,被动指数型,契约型开放式,E
970097.OF,东证融汇禧悦90天滚动C,债券型,,债券型,契约型开放式,O
014155.OF,国泰君安中证500A,股票型,,增强指数型,契约型开放式,O
013972.OF,长江致惠30天滚动持有短债A,债券型,,债券型,契约型开放式,O
014156.OF,国泰君安中证500C,股票型,,增强指数型,契约型开放式,O
013973.OF,长江致惠30天滚动持有短债C,债券型,,债券型,契约型开放式,O
013008.OF,淳厚稳宁6个月定开,债券型,,债券型,契约型开放式,O
014427.OF,富国同业存单指数7天持有,债券型,,被动指数型,契约型开放式,O
013943.OF,华宝中证稀有金属主题C,股票型,,增强指数型,契约型开放式,O
014451.OF,天弘新享一年定开,债券型,,债券型,契约型开放式,O
970096.OF,东证融汇禧悦90天滚动A,债券型,,债券型,契约型开放式,O
013942.OF,华宝中证稀有金属主题A,股票型,,增强指数型,契约型开放式,O
014198.OF,华夏智胜先锋C,股票型,,股票型,契约型开放式,O
501219.SH,智胜先锋LOF,股票型,20220209,股票型,契约型开放式,E
014331.OF,华泰柏瑞中证稀土产业ETF联接A,股票型,,被动指数型,契约型开放式,O
013480.OF,华宝国证治理A,股票型,,被动指数型,契约型开放式,O
014332.OF,华泰柏瑞中证稀土产业ETF联接C,股票型,,被动指数型,契约型开放式,O
013481.OF,华宝国证治理C,股票型,,被动指数型,契约型开放式,O
014133.OF,工银中证500六个月持有指数增强A,股票型,,增强指数型,契约型开放式,O
014134.OF,工银中证500六个月持有指数增强C,股票型,,增强指数型,契约型开放式,O
013868.OF,汇安优势企业精选C,混合型,,混合型,契约型开放式,O
013867.OF,汇安优势企业精选A,混合型,,混合型,契约型开放式,O
012385.OF,宏利中短债C,债券型,,债券型,契约型开放式,O
014057.OF,富国金安均衡精选A,混合型,,混合型,契约型开放式,O
012292.OF,泰康鼎泰一年持有A,混合型,,混合型,契约型开放式,O
012384.OF,宏利中短债A,债券型,,债券型,契约型开放式,O
012293.OF,泰康鼎泰一年持有C,混合型,,混合型,契约型开放式,O
014058.OF,富国金安均衡精选C,混合型,,混合型,契约型开放式,O
012521.OF,英大稳固增强核心一年持有A,混合型,,混合型,契约型开放式,O
012522.OF,英大稳固增强核心一年持有C,混合型,,混合型,契约型开放式,O
014188.OF,华夏量化优选C,股票型,,股票型,契约型开放式,O
013253.OF,海富通养老目标2035三年持有A,混合型,,混合型,契约型开放式,O
014187.OF,华夏量化优选A,股票型,,股票型,契约型开放式,O
013544.OF,嘉实致远3个月定开,债券型,,债券型,契约型开放式,O
013908.OF,永赢深证创新100ETF联接C,股票型,,被动指数型,契约型开放式,O
013907.OF,永赢深证创新100ETF联接A,股票型,,被动指数型,契约型开放式,O
970113.OF,兴证资管金麒麟兴睿优选一年持有B,混合型,,混合型,契约型开放式,O
159730.SZ,龙头家电ETF,股票型,20211224,被动指数型,契约型开放式,E
014248.OF,兴业一年持有A,债券型,,债券型,契约型开放式,O
014428.OF,中航同业存单指数7天持有,债券型,,被动指数型,契约型开放式,O
014494.OF,万家鑫丰纯债E,债券型,,债券型,契约型开放式,O
013952.OF,工银瑞和3个月定开A,债券型,,债券型,契约型开放式,O
014249.OF,兴业一年持有C,债券型,,债券型,契约型开放式,O
013953.OF,工银瑞和3个月定开C,债券型,,债券型,契约型开放式,O
970112.OF,兴证资管金麒麟兴睿优选一年持有A,混合型,,混合型,契约型开放式,O
013460.OF,华夏稳鑫增利80天滚动持有C,债券型,,债券型,契约型开放式,O
014437.OF,鹏华同业存单指数7天持有,债券型,,被动指数型,契约型开放式,O
970083.OF,东海证券海盈6个月持有,混合型,,混合型,契约型开放式,O
159610.SZ,500ETF增强,股票型,20220110,增强指数型,契约型开放式,E
013459.OF,华夏稳鑫增利80天滚动持有A,债券型,,债券型,契约型开放式,O
970114.OF,兴证资管金麒麟兴睿优选一年持有C,混合型,,混合型,契约型开放式,O
012287.OF,东海启航6个月持有A,混合型,,混合型,契约型开放式,O
013377.OF,东海启航6个月持有C,混合型,,混合型,契约型开放式,O
013852.OF,中信建投低碳成长C,混合型,,混合型,契约型开放式,O
013851.OF,中信建投低碳成长A,混合型,,混合型,契约型开放式,O
159751.SZ,港股科技ETF,股票型,20211228,被动指数型,契约型开放式,E
012250.OF,安信平衡增利A,混合型,,混合型,契约型开放式,O
012251.OF,安信平衡增利C,混合型,,混合型,契约型开放式,O
014465.OF,长盛安鑫中短债D,债券型,,债券型,契约型开放式,O
013553.OF,汇添富成长领先C,混合型,,混合型,契约型开放式,O
014216.OF,嘉实绝对收益策略C,混合型,,混合型,契约型开放式,O
012310.OF,民生加银中债3-5年政策性金融债,债券型,,被动指数型,契约型开放式,O
011880.OF,国泰中债1-5年政策性金融债A,债券型,,被动指数型,契约型开放式,O
588150.SH,科创50ETF南方,股票型,20211220,被动指数型,契约型开放式,E
011881.OF,国泰中债1-5年政策性金融债C,债券型,,被动指数型,契约型开放式,O
517390.SH,云计算沪港深ETF,股票型,20211223,被动指数型,契约型开放式,E
012652.OF,易方达优势领航六个月持有A,混合型,,混合型,契约型开放式,O
012653.OF,易方达优势领航六个月持有C,混合型,,混合型,契约型开放式,O
012263.OF,华宝可持续发展主题C,混合型,,混合型,契约型开放式,O
012848.OF,大成悦享生活A,混合型,,混合型,契约型开放式,O
012262.OF,华宝可持续发展主题A,混合型,,混合型,契约型开放式,O
970081.OF,东海证券海鑫添利短债,债券型,,债券型,契约型开放式,O
014234.OF,永赢轩益,债券型,,债券型,契约型开放式,O
014257.OF,国联恒泽纯债A,债券型,,债券型,契约型开放式,O
012849.OF,大成悦享生活C,混合型,,混合型,契约型开放式,O
014258.OF,国联恒泽纯债C,债券型,,债券型,契约型开放式,O
011951.OF,国寿安保安弘纯债一年定开,债券型,,债券型,契约型开放式,O
013552.OF,汇添富成长领先A,混合型,,混合型,契约型开放式,O
014346.OF,银华消费主题C,混合型,,混合型,契约型开放式,O
014243.OF,富国新材料新能源C,混合型,,混合型,契约型开放式,O
014001.OF,中欧丰利C,债券型,,债券型,契约型开放式,O
014256.OF,富国中证娱乐主题指数增强C,股票型,,增强指数型,契约型开放式,O
014422.OF,弘毅远方消费升级C,混合型,,混合型,契约型开放式,O
014000.OF,中欧丰利A,债券型,,债券型,契约型开放式,O
970106.OF,第一创业创和一个月滚动持有,债券型,,债券型,契约型开放式,O
159706.SZ,深证100ETF华安,股票型,20211220,被动指数型,契约型开放式,E
013791.OF,大成稳安60天滚动持有C,债券型,,债券型,契约型开放式,O
013790.OF,大成稳安60天滚动持有A,债券型,,债券型,契约型开放式,O
012167.OF,浦银安盛颐享稳健养老目标一年持有A,混合型,,混合型,契约型开放式,O
012807.OF,国联安恒鑫3个月定开,债券型,,债券型,契约型开放式,O
013792.OF,大成稳安60天滚动持有E,债券型,,债券型,契约型开放式,O
012335.OF,上银慧尚6个月持有C,混合型,,混合型,契约型开放式,O
012334.OF,上银慧尚6个月持有A,混合型,,混合型,契约型开放式,O
013987.OF,浦银安盛CFETS0-5年A,债券型,,被动指数型,契约型开放式,O
013988.OF,浦银安盛CFETS0-5年C,债券型,,被动指数型,契约型开放式,O
014055.OF,太平恒兴纯债,债券型,,债券型,契约型开放式,O
013338.OF,创金合信宜久来福3个月持有C,混合型,,混合型,契约型开放式,O
013521.OF,富荣中短债C,债券型,,债券型,契约型开放式,O
013520.OF,富荣中短债A,债券型,,债券型,契约型开放式,O
013337.OF,创金合信宜久来福3个月持有A,混合型,,混合型,契约型开放式,O
013631.OF,嘉实均衡臻选一年持有C,混合型,,混合型,契约型开放式,O
013630.OF,嘉实均衡臻选一年持有A,混合型,,混合型,契约型开放式,O
014087.OF,兴证全球恒悦180天持有C,债券型,,债券型,契约型开放式,O
014086.OF,兴证全球恒悦180天持有A,债券型,,债券型,契约型开放式,O
014038.OF,交银启诚A,混合型,,混合型,契约型开放式,O
013840.OF,银华集成电路A,混合型,,混合型,契约型开放式,O
014039.OF,交银启诚C,混合型,,混合型,契约型开放式,O
013841.OF,银华集成电路C,混合型,,混合型,契约型开放式,O
012556.OF,长盛景气优选,混合型,,混合型,契约型开放式,O
013991.OF,中欧港股通精选一年持有A,混合型,,混合型,契约型开放式,O
013992.OF,中欧港股通精选一年持有C,混合型,,混合型,契约型开放式,O
011314.OF,农银汇理创新成长,混合型,,混合型,契约型开放式,O
014259.OF,百嘉百兴A,债券型,,债券型,契约型开放式,O
014171.OF,富国新兴成长量化精选C,混合型,,混合型,契约型开放式,O
516690.SH,化工产业ETF,股票型,20211221,被动指数型,契约型开放式,E
160646.OF,鹏华中证沪港深科技龙头A,股票型,,被动指数型,契约型开放式,O
014172.OF,富国中证工业4.0C,股票型,,被动指数型,契约型开放式,O
014163.OF,富国港股通量化精选C,股票型,,普通股票型,契约型开放式,O
012809.OF,鹏华中证沪港深科技龙头C,股票型,,被动指数型,契约型开放式,O
012766.OF,广发大盘价值C,混合型,,混合型,契约型开放式,O
012411.OF,海富通成长领航C,混合型,,混合型,契约型开放式,O
012765.OF,广发大盘价值A,混合型,,混合型,契约型开放式,O
012410.OF,海富通成长领航A,混合型,,混合型,契约型开放式,O
014160.OF,易方达悦融一年持有A,混合型,,混合型,契约型开放式,O
012965.OF,招商瑞泰1年持有A,混合型,,混合型,契约型开放式,O
012966.OF,招商瑞泰1年持有C,混合型,,混合型,契约型开放式,O
014185.OF,招商专精特新A,股票型,,股票型,契约型开放式,O
013960.OF,万家新机遇成长一年持有A,混合型,,混合型,契约型开放式,O
014161.OF,易方达悦融一年持有C,混合型,,混合型,契约型开放式,O
013961.OF,万家新机遇成长一年持有C,混合型,,混合型,契约型开放式,O
013730.OF,方正富邦稳恒3个月定开,债券型,,债券型,契约型开放式,O
014186.OF,招商专精特新C,股票型,,股票型,契约型开放式,O
012095.OF,长信颐和养老(FOF)A,混合型,,混合型,契约型开放式,O
013254.OF,华安优享稳健养老目标一年持有A,混合型,,混合型,契约型开放式,O
014237.OF,东财中证新能源指数增强A,股票型,,增强指数型,契约型开放式,O
014227.OF,中银中证800指数C,股票型,,被动指数型,契约型开放式,O
014238.OF,东财中证新能源指数增强C,股票型,,增强指数型,契约型开放式,O
014226.OF,中银中证800指数A,股票型,,被动指数型,契约型开放式,O
014126.OF,华夏中证1000指数增强C,股票型,,增强指数型,契约型开放式,O
014125.OF,华夏中证1000指数增强A,股票型,,增强指数型,契约型开放式,O
013549.OF,招商享利增强C,债券型,,债券型,契约型开放式,O
013222.OF,博远臻享3个月定开债A,债券型,,债券型,契约型开放式,O
013231.OF,浙商智多盈A,债券型,,债券型,契约型开放式,O
013232.OF,浙商智多盈C,债券型,,债券型,契约型开放式,O
013548.OF,招商享利增强A,债券型,,债券型,契约型开放式,O
501211.SH,民生加银优享FOF,混合型,20211222,混合型,契约型开放式,E
013223.OF,博远臻享3个月定开债C,债券型,,债券型,契约型开放式,O
013472.OF,华宝中证全指农牧渔C,股票型,,被动指数型,契约型开放式,O
970105.OF,安信资管天利宝,货币市场型,,货币型,契约型开放式,O
013566.OF,华夏军工安全C,混合型,,灵活配置型,契约型开放式,O
013471.OF,华宝中证全指农牧渔A,股票型,,被动指数型,契约型开放式,O
159760.SZ,泰康公卫健康ETF,股票型,20211220,被动指数型,契约型开放式,E
011841.OF,嘉实兴锐优选一年持有A,混合型,,混合型,契约型开放式,O
011842.OF,嘉实兴锐优选一年持有C,混合型,,混合型,契约型开放式,O
014233.OF,博时专精特新主题C,混合型,,混合型,契约型开放式,O
970082.OF,东海证券海鑫尊利,债券型,,债券型,契约型开放式,O
014232.OF,博时专精特新主题A,混合型,,混合型,契约型开放式,O
014362.OF,睿远稳进配置两年持有A,混合型,,混合型,契约型开放式,O
014363.OF,睿远稳进配置两年持有C,混合型,,混合型,契约型开放式,O
014080.OF,交银启汇C,混合型,,混合型,契约型开放式,O
508099.SH,建信中关村REIT,REITs,20211217,,契约型封闭式,E
014052.OF,银华港股通精选C,股票型,,股票型,契约型开放式,O
180202.SZ,华夏越秀高速REIT,REITs,20211214,,契约型封闭式,E
014349.OF,银华鑫锐灵活配置C,混合型,,灵活配置型,契约型开放式,O
970037.OF,华安证券睿赢一年持有B,债券型,,债券型,契约型开放式,O
970036.OF,华安证券睿赢一年持有A,债券型,,债券型,契约型开放式,O
013173.OF,红土创新科技创新3个月定开C,混合型,,混合型,契约型开放式,O
012703.OF,华夏核心成长A,混合型,,混合型,契约型开放式,O
013386.OF,信澳优势价值C,混合型,,混合型,契约型开放式,O
013385.OF,信澳优势价值A,混合型,,混合型,契约型开放式,O
